,name,genre,type,rating,members
2429,Usavich II,"Adventure, Comedy",TV,7.27,3382
2430,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",Movie,7.26,1028
2431,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,7.26,12014
2432,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,7.26,43615
2433,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,7.26,2631
2434,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,7.27,3817
2435,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7.26,1180
2436,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,7.26,13346
2437,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.26,1479
2438,Daisuki! BuBu ChaCha,Kids,TV,7.26,800
2439,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,7.26,1181
2440,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,7.26,10516
2441,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,7.26,21002
2442,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,7.26,10824
2443,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,7.26,14863
2444,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,7.25,943
2445,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,7.26,67916
2446,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,7.26,22648
2447,H2O: Footprints in the Sand,"Harem, Romance, School",TV,7.26,64975
2448,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,7.26,22973
2449,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,7.26,6001
2450,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,7.26,1406
2451,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,7.26,25814
2452,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,7.26,24379
2453,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,7.26,15519
2454,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,7.26,7945
2455,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,7.26,4460
2456,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,7.26,7787
2457,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,7.26,29989
2458,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,7.26,13014
2459,Popolocrois Monogatari,"Adventure, Fantasy",TV,7.26,1260
2460,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,7.26,9208
2461,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,7.26,4006
2462,Seimei no Kagaku: Micro Patrol,Adventure,TV,7.26,801
2463,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,7.26,13238
2464,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,7.26,10434
2465,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,7.26,5743
2466,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,7.26,3100
2467,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,7.26,42377
2468,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,7.25,37944
2469,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,7.25,59965
2470,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,7.25,24821
2471,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,7.25,22926
2472,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,7.25,74929
2473,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,7.25,1075
2474,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,7.25,1327
2475,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,7.25,1238
2476,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,7.25,32514
2477,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,7.25,5384
2478,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,7.25,21388
2479,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,7.25,156044
2480,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,7.25,154595
2481,Jungle Taitei Movie (1997),"Adventure, Fantasy",Movie,7.25,1771
2482,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",TV,7.25,2655
2483,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,7.25,11320
2484,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,7.25,3303
2485,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,7.25,17584
2486,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,7.25,16288
2487,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,7.25,3456
2488,Momokuri,"Comedy, Romance, Slice of Life",ONA,7.25,26147
2489,Moyashimon Returns,"Comedy, School, Supernatural",TV,7.25,16251
2490,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,7.25,1270
2491,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,7.25,12554
2492,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,7.25,46455
2493,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,7.25,910
2494,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,7.25,3368
2495,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,7.25,23931
2496,Re Boot,"Drama, Music, School, Slice of Life",Music,7.25,1544
2497,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,7.25,3921
2498,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,7.25,4161
2499,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",Movie,7.25,1824
2500,Sanzoku no Musume Ronja,Adventure,TV,7.25,15236
2501,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,7.25,13494
2502,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,7.25,19488
2503,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,7.25,2692
2504,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,7.24,25383
2505,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,7.25,5067
2506,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,7.25,17943
2507,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,7.25,18991
2508,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,7.24,66597
2509,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,7.24,130665
2510,Bosco Daibouken,"Adventure, Fantasy, Kids",TV,7.24,699
2511,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",Special,7.24,3310
2512,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,7.24,1315
2513,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,7.24,14079
2514,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,7.24,59207
2515,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",OVA,7.24,18795
2516,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,7.24,3108
2517,Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life",Special,7.24,4800
2518,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,7.24,38670
2519,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,7.24,11386
2520,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",OVA,7.24,3118
2521,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",Movie,7.24,3630
2522,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,7.24,8873
2523,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",TV,7.24,21550
2524,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,7.24,12687
2525,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,7.24,16571
2526,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military",Special,7.24,3547
2527,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,7.24,746
2528,Mouretsu Pirates,"Sci-Fi, Space",TV,7.24,48245
2529,Mudai,"Drama, Music, Romance, Slice of Life",Music,7.24,1242
2530,Pokemon Sun &amp; Moon,"Action, Game, Kids, School",TV,7.23,11030
2531,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,7.24,366
2532,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,7.24,16331
2533,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,7.24,203958
2534,Shadow Skill: Eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",TV,7.24,7977
2535,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",TV,7.24,53375
2536,Unico: Mahou no Shima e,"Adventure, Fantasy, Kids",Movie,7.24,1200
2537,Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,7.24,923
2538,Wasurenagumo,"Comedy, Supernatural",Movie,7.24,18000
2539,YAT Anshin! Uchuu Ryokou,"Adventure, Comedy, Sci-Fi, Shounen",TV,7.24,887
2540,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,7.24,6108
2541,Asura,"Drama, Historical",Movie,7.23,16702
2542,Bokura wa Minna Kawaisou Specials,Comedy,Special,7.23,7292
2543,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,7.23,16116
2544,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.23,1125
2545,Cyborg 009 (1979),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,7.23,3625
2546,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,7.23,26543
2547,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi",OVA,7.23,2783
2548,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,7.23,864
2549,GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life",TV,7.23,12825
2550,Gingitsune,"Seinen, Slice of Life, Supernatural",TV,7.23,33429
2551,Grimm Douwa: Kin no Tori,"Adventure, Fantasy",Movie,7.23,405
2552,Guilty Crown: 4-koma Gekijou,Comedy,Special,7.23,13053
2553,Kodomo no Jikan OVA,"Comedy, Ecchi, School",OVA,7.23,20376
2554,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,7.23,15420
2555,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,"Comedy, Drama, Romance",OVA,7.23,2341
2556,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",ONA,7.23,15203
2557,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",Special,7.23,5965
2558,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,7.23,48203
2559,Sansha Sanyou,"Comedy, School, Slice of Life",TV,7.23,28423
2560,Tamayura,"Comedy, Drama, Slice of Life",OVA,7.23,23883
2561,Uchuu Kyoudai: Number Zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,7.22,2657
2562,Ushio to Tora,"Action, Comedy, Horror",OVA,7.23,6086
2563,"Wake Up, Girls! Shichinin no Idol","Drama, Music",Movie,7.23,14420
2564,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,7.23,34177
2565,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,7.23,74331
2566,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",OVA,7.22,13671
2567,Aku no Hana,"Drama, Psychological, Romance, School",TV,7.22,86669
2568,Aoki Ryuusei SPT Layzner,"Mecha, Military, Sci-Fi, Shounen, Space",TV,7.22,2378
2569,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,7.22,8048
2570,Bakuman. 3rd Season Specials,Comedy,Special,7.22,6765
2571,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",ONA,7.22,28097
2572,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo,Special,7.22,10441
2573,Bonobono (TV),Comedy,TV,7.22,418
2574,Cat Shit One,"Action, Fantasy, Military",ONA,7.22,19762
2575,Chirin no Suzu,"Adventure, Drama, Fantasy",Movie,7.22,3344
2576,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,7.22,31544
2577,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.22,1122
2578,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,7.22,9131
2579,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,7.22,3518
2580,Higepiyo,Comedy,TV,7.22,4427
2581,JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,7.22,20337
2582,Kaguya-hime,"Historical, Kids",Movie,7.22,470
2583,Keijo!!!!!!!!,"Ecchi, Shounen, Sports",TV,7.22,83438
2584,Kyoro-chan,"Adventure, Comedy, Fantasy",TV,7.22,1124
2585,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",TV,7.22,12409
2586,Offside (TV),"Action, Drama, Sports",TV,7.22,1232
2587,Otaku no Video,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,7.22,13885
2588,Ranma ½: Totteoki Talk Best of Memories,"Comedy, Martial Arts, Slice of Life",OVA,7.22,1996
2589,Red Garden,"Drama, Mystery",TV,7.22,27169
2590,Rekka no Honoo: Final Burning,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,7.22,4083
2591,Seto no Hanayome Fan Disc,"Comedy, Parody, School",Special,7.22,4855
2592,Shakugan no Shana Specials,"Comedy, Parody",Special,7.22,27261
2593,Tetsuwan Birdy,"Action, Comedy, Sci-Fi, Shounen",OVA,7.22,13855
2594,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",TV,7.22,106381
2595,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, School, Sci-Fi",TV,7.22,22770
2596,Aki no Kanade,"Music, School, Slice of Life",Movie,7.21,9611
2597,Appleseed (Movie),"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",Movie,7.21,49553
2598,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,7.21,78111
2599,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",TV,7.21,7608
2600,Chikyuu Bouei Kigyou Dai-Guard,"Adventure, Comedy, Mecha, Military, Sci-Fi",TV,7.21,4838
2601,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.21,1517
2602,Dog Days,"Action, Adventure, Fantasy, Magic",TV,7.21,97809
2603,Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life",Special,7.21,3261
2604,Harmony,"Psychological, Sci-Fi",Movie,7.21,25245
2605,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,7.21,203618
2606,Ichigo Mashimaro Episode 0,Comedy,Special,7.21,9610
2607,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi, Space",OVA,7.21,10208
2608,Joker Game,"Drama, Historical, Military",TV,7.21,102560
2609,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Shounen, Supernatural",OVA,7.21,8690
2610,Kiddy Grade: Ignition,"Action, Mecha, Sci-Fi, Super Power",Movie,7.21,3466
2611,Kimi no Iru Machi OVA,"Drama, Romance, Slice of Life",OVA,7.21,9866
2612,Love Live! School Idol Project Recap,"Music, School, Slice of Life",Special,7.21,4249
2613,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,7.21,16922
2614,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",Movie,7.21,1060
2615,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,7.21,110042
2616,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,7.21,198876
2617,Munto: Toki no Kabe wo Koete,"Action, Fantasy, Magic, Super Power",OVA,7.21,7843
2618,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,7.21,1570
2619,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,7.21,55531
2620,Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",TV,7.21,44009
2621,Negima!? Haru Special!?,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,7.21,13563
2622,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,7.21,7935
2623,Precure All Stars Movie New Stage: Mirai no Tomodachi,"Fantasy, Magic, Shoujo",Movie,7.21,2530
2624,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",OVA,7.21,12239
2625,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",TV,7.21,34297
2626,Shin Captain Tsubasa,"Action, Shounen, Sports",OVA,7.21,4630
2627,Tenchi Muyou! Manatsu no Eve,"Action, Comedy, Sci-Fi, Shounen, Space",Movie,7.21,10523
2628,The TV Show,Music,Music,7.21,2066
2629,Touch: Cross Road - Kaze no Yukue,"Romance, Shounen, Sports",Special,7.21,1513
2630,Yami Shibai,"Dementia, Horror, Supernatural",TV,7.21,33275
2631,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",TV,7.21,11015
2632,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"Adventure, Fantasy, Game, Shounen",Special,7.21,9429
2633,Yuusha Shirei Dagwon,"Action, Adventure, Martial Arts, Mecha, School, Super Power",TV,7.21,689
2634,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",OVA,7.2,1659
2635,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,7.2,14930
2636,Battle Spirits: Sword Eyes Gekitouden,Shounen,TV,7.21,570
2637,Bokura no Live Kimi to no Life,Music,Music,7.2,10426
2638,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,7.2,121005
2639,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space",Movie,7.2,1059
2640,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen",Movie,7.2,896
2641,Fantastic Children Special,Slice of Life,Special,7.2,873
2642,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,7.2,159273
2643,Friends: Mononoke Shima no Naki,"Comedy, Fantasy, Kids",Movie,7.19,601
2644,Fw:Hamatora,"Comedy, Mystery, Super Power",Movie,7.2,3718
2645,Girls und Panzer Specials,"Military, School",Special,7.2,15228
2646,Hiatari Ryoukou!,"Comedy, Romance, School, Sports",TV,7.2,1527
2647,Hokuto no Ken: Raoh Gaiden Ten no Haoh,"Action, Drama, Martial Arts",TV,7.2,6659
2648,Kyoushoku Soukou Guyver II,"Action, Adventure, Drama, Horror, Sci-Fi",OVA,7.2,4876
2649,Lupin III: Seven Days Rhapsody,"Action, Adventure, Comedy, Shounen",Special,7.2,2482
2650,Makai Ouji: Devils and Realist,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",TV,7.2,59819
2651,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Comedy, Romance, Seinen, Slice of Life",OVA,7.2,21717
2652,Mushibugyou OVA,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",OVA,7.2,3636
2653,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,"Adventure, Kids",Movie,7.2,925
2654,Neo Angelique Abyss: Second Age,"Adventure, Fantasy, Harem, Shoujo",TV,7.2,12975
2655,One Piece: Mezase! Kaizoku Yakyuu Ou,"Comedy, Fantasy, Shounen, Sports",Movie,7.2,20054
2656,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",TV,7.2,67386
2657,PopoloCrois,"Adventure, Fantasy",TV,7.2,1065
2658,PriPara Movie: Mi~nna no Akogare♪ Let&#039;s Go☆Prix Paris,"Music, School, Shoujo, Slice of Life",Movie,7.2,502
2659,Reikenzan: Hoshikuzu-tachi no Utage,"Comedy, Fantasy, Magic",TV,7.2,30153
2660,Sakura Trick,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",TV,7.2,108011
2661,Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,7.2,46647
2662,Space Adventure Cobra,"Action, Adventure, Sci-Fi, Space",Movie,7.2,3586
2663,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,7.2,18528
2664,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music",TV,7.2,33042
2665,Toaru Majutsu no Index: Endymion no Kiseki Special,"Action, Magic, Sci-Fi, Super Power",Special,7.2,11241
2666,Tokimeki Memorial: Only Love,"Comedy, Harem, Romance, School",TV,7.2,24691
2667,Uchuu Densetsu Ulysses 31,"Action, Adventure, Sci-Fi, Space",TV,7.2,2297
2668,Biohazard: Degeneration,"Action, Horror, Sci-Fi",Movie,7.19,20172
2669,Bubblegum Crisis Tokyo 2040,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.19,20079
2670,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,7.19,14955
2671,Devilman: Tanjou-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,7.19,7171
2672,Dirty Pair: The Movie,"Adventure, Comedy, Police, Sci-Fi",Movie,7.19,3227
2673,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,7.19,37379
2674,GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life",OVA,7.19,3284
2675,Garo Movie: Divine Flame,"Action, Demons, Fantasy, Magic, Supernatural",Movie,7.18,7179
2676,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,7.19,8937
2677,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",OVA,7.19,14585
2678,Hi no Tori: Uchuu-hen,"Drama, Fantasy, Sci-Fi",OVA,7.19,1158
2679,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Adventure,Special,7.19,1163
2680,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama, Fantasy, Harem, Romance, Shoujo",TV,7.19,5827
2681,Kyattou Ninden Teyandee,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,7.19,7112
2682,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,7.19,85554
2683,Magic-Kyun! Renaissance,"Magic, Music, Romance, School",TV,7.19,12095
2684,Mokke,"Mystery, Slice of Life, Supernatural",TV,7.19,8362
2685,Nanbaka,"Action, Comedy, Drama",TV,7.19,57325
2686,Ojamajo Doremi,"Comedy, Magic",TV,7.19,19222
2687,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,7.19,119572
2688,Sekirei: Hajimete no Otsukai,Comedy,Special,7.19,32430
2689,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Comedy,Special,7.19,3692
2690,Uchuu Senkan Yamato: Fukkatsu-hen,"Action, Adventure, Drama, Military, Space",Movie,7.19,2005
2691,Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Police, Supernatural",TV,7.19,11002
2692,Yuki no Joou,"Adventure, Drama, Fantasy",TV,7.19,2228
2693,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,7.19,48549
2694,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,7.19,22182
2695,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,7.18,9186
2696,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,7.18,192719
2697,Brotherhood: Final Fantasy XV,Action,ONA,7.18,29445
2698,Cobra The Animation,"Action, Adventure, Sci-Fi, Space",TV,7.18,4361
2699,Cyborg Kuro-chan,"Comedy, Sci-Fi",TV,7.18,3188
2700,Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids",Movie,7.18,672
2701,Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports",TV,7.18,558
2702,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,7.18,23370
2703,Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,7.18,14351
2704,Gedo Senki,"Adventure, Fantasy, Magic",Movie,7.18,59243
2705,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,7.18,21190
2706,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Fantasy, Kids, Magic, Shoujo",Movie,7.18,1332
2707,Harukanaru Toki no Naka de: Hachiyou Shou,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,7.18,14550
